timestamp, Dev1/ai17, Dev1/ai18, Dev1/ai19, Dev1/ai20, Dev1/ai21, Dev1/ai3, Dev1/ai0
1676402454.435649, 6.280959, 1.0665773, 10.169812, 0.00014331115, 0.018174788, -0.00082266075, 0.00046530177
1676402454.4366553, 5.2611904, 1.7520972, 10.16949, -0.0005006701, 0.027190525, -0.00082266075, 0.00014331115
1676402454.4376616, 4.409188, 2.1838887, 10.16949, -0.00017867949, 0.031698395, -0.0011446514, -0.00017867949
1676402454.4386678, 3.697257, 2.427315, 10.169812, 0.00014331115, 0.033630338, -0.0005006701, 0.00014331115
1676402454.4396741, 3.1018903, 2.5326066, 10.170135, 0.00014331115, 0.03459631, -0.0011446514, -0.00017867949
1676402454.4406805, 2.602801, 2.5396905, 10.171422, 0.00014331115, 0.03556228, -0.0011446514, 0.00014331115
1676402454.4416869, 2.1858206, 2.47658, 10.170135, -0.00017867949, 0.03556228, -0.00082266075, -0.00017867949
1676402454.442693, 1.8361372, 2.3677464, 10.171101, -0.00082266075, 0.03556228, -0.0005006701, -0.0005006701
1676402454.4436994, 1.5431247, 2.2289677, 10.170456, -0.0005006701, 0.035884272, -0.00017867949, -0.00017867949
1676402454.4447057, 1.297767, 2.0728014, 10.170135, -0.00082266075, 0.035884272, -0.00082266075, -0.00017867949
1676402454.445712, 1.0923365, 1.9085854, 10.170456, -0.00082266075, 0.035884272, -0.0011446514, -0.00017867949
1676402454.4467182, 0.9191053, 1.7437255, 10.170135, -0.0005006701, 0.036206264, -0.00082266075, -0.00017867949
1676402454.4477246, 0.77453125, 1.5820856, 10.170456, -0.00017867949, 0.035884272, -0.0005006701, -0.00017867949
1676402454.448731, 0.65378463, 1.4268856, 10.16949, -0.00017867949, 0.035884272, -0.00082266075, 0.00014331115
1676402454.4497373, 0.5523575, 1.2816675, 10.170135, -0.00017867949, 0.036528256, -0.00082266075, 0.00014331115
1676402454.4507434, 0.46670792, 1.1448212, 10.169812, -0.00017867949, 0.03556228, -0.00082266075, -0.00017867949
1676402454.4517498, 0.39522594, 1.0195665, 10.169812, -0.00017867949, 0.036206264, -0.0011446514, 0.00014331115
1676402454.4527562, 0.33469167, 0.90525967, 10.16949, 0.00046530177, 0.036206264, -0.00082266075, -0.0005006701
1676402454.4537625, 0.2847831, 0.80125654, 10.168524, -0.0005006701, 0.036206264, -0.0011446514, -0.0005006701
1676402454.4547687, 0.24195832, 0.7078791, 10.169168, -0.0005006701, 0.035884272, -0.0005006701, 0.00014331115
1676402454.455775, 0.20686133, 0.6225515, 10.168524, -0.00082266075, 0.035884272, -0.0005006701, 0.00014331115
1676402454.4567814, 0.1769162, 0.5472056, 10.16949, 0.00014331115, 0.035884272, -0.00082266075, 0.00078729243
1676402454.4577878, 0.15276688, 0.4805535, 10.168202, -0.0005006701, 0.036850244, -0.00082266075, -0.00017867949
1676402454.4587939, 0.1315155, 0.4216292, 10.169168, -0.0005006701, 0.036528256, -0.00017867949, -0.0005006701
1676402454.4598002, 0.11380602, 0.36946666, 10.168524, 0.00014331115, 0.036206264, -0.0005006701, -0.00017867949
1676402454.4608066, 0.09931643, 0.32374397, 10.169168, -0.00017867949, 0.036206264, -0.00082266075, -0.00017867949
1676402454.461813, 0.08708079, 0.28285116, 10.168202, -0.0005006701, 0.035884272, -0.00082266075, -0.00017867949
