timestamp, Dev1/ai17, Dev1/ai18, Dev1/ai19, Dev1/ai20, Dev1/ai21, Dev1/ai3, Dev1/ai0
1676481568.5194607, 5.794419, 0.98962134, 10.098969, -0.00082266075, 0.013344928, 0.9992811, 0.9996031
1676481568.5204651, 5.0161505, 1.647772, 10.098969, -0.0005006701, 0.0246146, 0.9986371, 0.9996031
1676481568.5214696, 4.3653965, 2.089223, 10.098648, -0.00017867949, 0.030410431, 0.9983151, 0.9989591
1676481568.5224743, 3.8225129, 2.3693564, 10.097682, -0.00017867949, 0.032664366, 0.9986371, 0.9989591
1676481568.5234787, 3.3672132, 2.5293868, 10.097682, -0.0005006701, 0.03459631, 0.9992811, 0.9992811
1676481568.5244832, 2.9862947, 2.599581, 10.097682, -0.0005006701, 0.035240293, 0.9986371, 0.9996031
1676481568.5254877, 2.6671996, 2.606021, 10.097037, -0.00017867949, 0.035884272, 0.9986371, 0.9992811
1676481568.5264924, 2.4009116, 2.5686698, 10.098326, 0.00014331115, 0.036528256, 0.9986371, 0.9999251
1676481568.5274968, 2.1777709, 2.5016954, 10.098003, -0.0005006701, 0.035884272, 0.9983151, 0.9996031
1676481568.5285013, 1.9900494, 2.4144354, 10.100258, -0.00017867949, 0.036206264, 0.9986371, 0.9996031
1676481568.5295057, 1.8335613, 2.3159056, 10.099292, 0.00014331115, 0.035884272, 0.9996031, 0.9996031
1676481568.5305104, 1.7018665, 2.212546, 10.098326, -0.0005006701, 0.035884272, 0.9983151, 0.9996031
1676481568.531515, 1.5923893, 2.1075766, 10.098003, 0.00014331115, 0.035884272, 0.9979931, 0.9992811
1676481568.5325193, 1.5002997, 2.004861, 10.098648, 0.00014331115, 0.03556228, 0.9989591, 0.9992811
1676481568.5335238, 1.4230218, 1.9069754, 10.098648, 0.00014331115, 0.036206264, 0.9986371, 0.9992811
1676481568.5345285, 1.3576574, 1.8145638, 10.098648, -0.00017867949, 0.03556228, 0.9992811, 0.9996031
1676481568.535533, 1.3025969, 1.727948, 10.097037, 0.00014331115, 0.036528256, 0.9983151, 0.9989591
1676481568.5365374, 1.2571962, 1.6480939, 10.096716, -0.00017867949, 0.036528256, 0.9992811, 0.9992811
1676481568.5375419, 1.2198452, 1.5756458, 10.098648, 0.00014331115, 0.036206264, 0.9986371, 0.9992811
1676481568.5385463, 1.1870021, 1.5086715, 10.098648, -0.00017867949, 0.036206264, 0.9992811, 0.9992811
1676481568.539551, 1.1602768, 1.4484591, 10.098969, 0.00014331115, 0.035884272, 0.9986371, 0.9996031
1676481568.5405555, 1.1374153, 1.3950084, 10.097682, -0.0005006701, 0.035884272, 0.9986371, 0.9996031
1676481568.54156, 1.1184179, 1.3467097, 10.098326, -0.00082266075, 0.036528256, 0.9992811, 0.9986371
1676481568.5425644, 1.1019963, 1.3038849, 10.097682, 0.00014331115, 0.035884272, 0.9986371, 0.9992811
1676481568.543569, 1.0891167, 1.2665339, 10.098326, -0.0005006701, 0.035884272, 0.9989591, 0.9996031
1676481568.5445735, 1.078169, 1.2336907, 10.098648, -0.0005006701, 0.036206264, 0.9992811, 0.9996031
1676481568.545578, 1.0685092, 1.2040676, 10.098003, -0.00017867949, 0.036206264, 0.9989591, 0.9999251
1676481568.5465825, 1.0607814, 1.1789522, 10.098969, -0.0005006701, 0.035884272, 0.9992811, 0.9999251
1676481568.5475872, 1.0546635, 1.1567348, 10.098003, -0.00017867949, 0.035240293, 0.9989591, 0.9989591
1676481568.5485916, 1.0488677, 1.1370933, 10.098969, -0.00017867949, 0.036528256, 0.9992811, 0.9996031
1676481568.549596, 1.0443599, 1.1197058, 10.098326, 0.00014331115, 0.03556228, 0.9996031, 0.9996031
1676481568.5506005, 1.040818, 1.1045722, 10.098003, -0.00082266075, 0.035884272, 0.9992811, 0.9989591
1676481568.5516052, 1.037598, 1.0920146, 10.097682, -0.0005006701, 0.035884272, 0.9989591, 0.9996031
1676481568.5526097, 1.0350221, 1.0801009, 10.098326, -0.0005006701, 0.036206264, 0.9992811, 0.9996031
1676481568.5536141, 1.0327681, 1.0697972, 10.098326, -0.00017867949, 0.036206264, 0.9986371, 0.9996031
1676481568.5546186, 1.0298703, 1.0614254, 10.097682, -0.00082266075, 0.035884272, 0.9986371, 0.9992811
1676481568.5556233, 1.0285823, 1.0536976, 10.099292, -0.0005006701, 0.036206264, 0.9986371, 0.9996031
1676481568.5566278, 1.0269723, 1.0459698, 10.098969, -0.0005006701, 0.036528256, 0.9986371, 0.9996031
1676481568.5576322, 1.0253624, 1.040818, 10.099614, -0.0005006701, 0.035884272, 0.9986371, 0.9996031
1676481568.5586367, 1.0250404, 1.0359881, 10.097682, -0.0011446514, 0.035884272, 0.9989591, 0.9996031
1676481568.5596411, 1.0243964, 1.0318022, 10.097682, -0.00017867949, 0.035884272, 0.9983151, 0.9989591
1676481568.5606458, 1.0231085, 1.0272943, 10.09736, -0.0005006701, 0.03556228, 0.9986371, 0.9999251
1676481568.5616503, 1.0224645, 1.0237525, 10.098003, -0.0005006701, 0.035884272, 0.9986371, 0.9992811
1676481568.5626547, 1.0218204, 1.0208545, 10.099292, -0.0005006701, 0.036206264, 0.9983151, 0.9986371
1676481568.5636592, 1.0214984, 1.0182786, 10.097682, -0.0005006701, 0.035884272, 0.9989591, 0.9992811
1676481568.564664, 1.0208545, 1.0163466, 10.098326, -0.00082266075, 0.035884272, 0.9989591, 0.9992811
1676481568.5656683, 1.0205325, 1.0144147, 10.098326, 0.00014331115, 0.036206264, 0.9992811, 0.9989591
1676481568.5666728, 1.0205325, 1.0131267, 10.098969, -0.0005006701, 0.03556228, 0.9992811, 0.9992811
1676481568.5676773, 1.0205325, 1.0131267, 10.098326, -0.0005006701, 0.035884272, 0.9986371, 0.9999251
1676481568.568682, 1.0208545, 1.0124828, 10.098969, -0.0005006701, 0.036206264, 0.9983151, 0.9992811
1676481568.5696864, 1.0205325, 1.0111947, 10.097682, -0.0005006701, 0.036206264, 0.9992811, 0.9989591
1676481568.5706909, 1.0202105, 1.0115168, 10.098003, -0.00017867949, 0.035884272, 0.9986371, 0.9996031
1676481568.5716953, 1.0202105, 1.0105507, 10.098003, -0.00017867949, 0.035884272, 0.9986371, 0.9989591
1676481568.5727, 1.0198885, 1.0095848, 10.096716, -0.00082266075, 0.035884272, 0.9989591, 0.9996031
1676481568.5737045, 1.0198885, 1.0092628, 10.098326, -0.00017867949, 0.035884272, 0.9986371, 0.9989591
1676481568.574709, 1.0202105, 1.0082968, 10.098326, -0.00017867949, 0.035884272, 0.9983151, 0.9996031
1676481568.5757134, 1.0198885, 1.0082968, 10.098648, -0.0005006701, 0.036206264, 0.9983151, 0.9996031
1676481568.5767179, 1.0192446, 1.0070089, 10.09736, 0.00014331115, 0.036206264, 0.9989591, 0.9996031
1676481568.5777225, 1.0198885, 1.006365, 10.098003, 0.00014331115, 0.035884272, 0.9983151, 0.9999251
1676481568.578727, 1.0192446, 1.006043, 10.097682, 0.00014331115, 0.036528256, 0.9989591, 0.9989591
1676481568.5797315, 1.0195665, 1.005721, 10.09736, -0.00017867949, 0.036206264, 0.9986371, 0.9996031
1676481568.580736, 1.0192446, 1.0047549, 10.099936, -0.00017867949, 0.035884272, 0.9989591, 0.9996031
1676481568.5817406, 1.0195665, 1.0047549, 10.098648, -0.0005006701, 0.03556228, 0.9996031, 0.9996031
1676481568.582745, 1.0186006, 1.0041109, 10.098969, -0.0005006701, 0.03556228, 0.9992811, 0.9999251
1676481568.5837495, 1.0182786, 1.0041109, 10.098648, -0.0005006701, 0.035884272, 0.9986371, 1.0002471
1676481568.584754, 1.0186006, 1.0041109, 10.099614, -0.00082266075, 0.036528256, 0.9986371, 0.9992811
1676481568.5857587, 1.0189226, 1.0044329, 10.09736, -0.0005006701, 0.036528256, 0.9989591, 0.9989591
1676481568.5867631, 1.0182786, 1.0044329, 10.096716, -0.00017867949, 0.036206264, 0.9986371, 0.9992811
1676481568.5877676, 1.0192446, 1.0050769, 10.098326, -0.00017867949, 0.03556228, 0.9989591, 0.9992811
1676481568.588772, 1.0195665, 1.0053989, 10.098003, -0.0005006701, 0.035884272, 0.9992811, 0.9996031
1676481568.5897768, 1.0192446, 1.005721, 10.098648, -0.00017867949, 0.036528256, 0.9989591, 0.9992811
1676481568.5907812, 1.0192446, 1.005721, 10.098326, -0.00017867949, 0.036206264, 0.9989591, 0.9999251
1676481568.5917857, 1.0198885, 1.0053989, 10.098648, -0.0005006701, 0.035884272, 0.9983151, 0.9999251
1676481568.5927901, 1.0192446, 1.005721, 10.098003, 0.00014331115, 0.035884272, 0.9992811, 0.9989591
1676481568.5937946, 1.0186006, 1.0053989, 10.098969, -0.00017867949, 0.035884272, 0.9989591, 0.9992811
1676481568.5947993, 1.0195665, 1.005721, 10.098326, -0.0005006701, 0.036206264, 0.9989591, 0.9992811
1676481568.5958037, 1.0192446, 1.0053989, 10.098326, -0.00017867949, 0.03556228, 0.9986371, 0.9999251
1676481568.5968082, 1.0189226, 1.0050769, 10.098969, -0.0005006701, 0.035884272, 0.9989591, 0.9989591
1676481568.5978127, 1.0186006, 1.0041109, 10.098326, -0.0005006701, 0.035884272, 0.9986371, 0.9996031
1676481568.5988173, 1.0192446, 1.003789, 10.098003, -0.00017867949, 0.036206264, 0.9989591, 0.9996031
1676481568.5998218, 1.0179566, 1.0041109, 10.098003, 0.00014331115, 0.035884272, 0.9983151, 0.9992811
1676481568.6008263, 1.0189226, 1.003789, 10.098648, 0.00078729243, 0.036206264, 0.9989591, 0.9986371
1676481568.6018307, 1.0182786, 1.003145, 10.098003, -0.0005006701, 0.036206264, 0.9986371, 0.9992811
1676481568.6028354, 1.0186006, 1.002823, 10.098003, -0.0005006701, 0.036850244, 0.9992811, 0.9989591
1676481568.6038399, 1.0186006, 1.003467, 10.097682, -0.0005006701, 0.036206264, 0.9989591, 0.9999251
1676481568.6048443, 1.0189226, 1.003145, 10.098003, -0.00017867949, 0.035884272, 0.9992811, 0.9992811
1676481568.6058488, 1.0189226, 1.003789, 10.099292, 0.00014331115, 0.036206264, 0.9983151, 0.9992811
1676481568.6068535, 1.0182786, 1.0041109, 10.098326, 0.00014331115, 0.035884272, 0.9992811, 0.9989591
1676481568.607858, 1.0186006, 1.003789, 10.099614, -0.00017867949, 0.035884272, 0.9992811, 0.9996031
1676481568.6088624, 1.0186006, 1.0044329, 10.097037, -0.0005006701, 0.036528256, 0.9986371, 0.9992811
1676481568.6098669, 1.0189226, 1.0050769, 10.098326, -0.0005006701, 0.036206264, 0.9986371, 0.9989591
1676481568.6108716, 1.0182786, 1.0050769, 10.098326, 0.00014331115, 0.036206264, 0.9989591, 0.9996031
1676481568.611876, 1.0195665, 1.0050769, 10.098648, -0.00017867949, 0.035884272, 0.9986371, 0.9992811
1676481568.6128805, 1.0192446, 1.0050769, 10.098326, -0.00017867949, 0.035884272, 0.9989591, 0.9992811
1676481568.613885, 1.0186006, 1.0053989, 10.098003, -0.00017867949, 0.036206264, 0.9996031, 0.9996031
1676481568.6148894, 1.0189226, 1.0050769, 10.098969, -0.0005006701, 0.036528256, 0.9989591, 0.9996031
