1693849351.517342, 1693849351.5463421, 29
1693849351.533377, 1693849351.548377, 15
1693849351.5488877, 1693849351.5648878, 16
1693849351.5649288, 1693849351.5809288, 16
1693849351.580033, 1693849351.596033, 16
1693849351.5955465, 1693849351.6105466, 15
1693849351.6115768, 1693849351.626577, 15
1693849351.6270928, 1693849351.6430929, 16
1693849351.643125, 1693849351.659125, 16
1693849351.658732, 1693849351.674732, 16
1693849351.6744215, 1693849351.6904216, 16
1693849351.6895685, 1693849351.7045686, 15
1693849351.7047284, 1693849351.7197285, 15
1693849351.7199855, 1693849351.7349856, 15
1693849351.735574, 1693849351.751574, 16
1693849351.7507095, 1693849351.7657096, 15
1693849351.765847, 1693849351.781847, 16
1693849351.7809868, 1693849351.795987, 15
1693849351.7965279, 1693849351.811528, 15
1693849351.8277748, 1693849351.8427749, 15
1693849351.8429277, 1693849351.8749278, 32
1693849351.8584712, 1693849351.8734713, 15
1693849351.8741267, 1693849351.8891268, 15
1693849351.8898365, 1693849351.9058366, 16
1693849351.9054103, 1693849351.9214103, 16
1693849351.9205682, 1693849351.9355683, 15
1693849351.9360986, 1693849351.9510987, 15
1693849351.9517744, 1693849351.9677744, 16
1693849351.9673567, 1693849351.9823568, 15
1693849351.9830801, 1693849351.9990802, 16
1693849351.9986272, 1693849352.0146272, 16
1693849352.0140247, 1693849352.0300248, 16
1693849352.0300627, 1693849352.0450628, 15
1693849352.0455823, 1693849352.0615823, 16
1693849352.061615, 1693849352.076615, 15
1693849352.077638, 1693849352.093638, 16
1693849352.0936692, 1693849352.1106691, 17
1693849352.1097012, 1693849352.1257012, 16
1693849352.125856, 1693849352.141856, 16
1693849352.1419373, 1693849352.1579373, 16
1693849352.1575089, 1693849352.173509, 16
1693849352.1730309, 1693849352.188031, 15
1693849352.1885457, 1693849352.2045457, 16
1693849352.2045796, 1693849352.2195797, 15
1693849352.2206976, 1693849352.2366977, 16
1693849352.2362478, 1693849352.2522478, 16
1693849352.2519517, 1693849352.2679517, 16
1693849352.2674944, 1693849352.2834945, 16
1693849352.2830255, 1693849352.2980256, 15
1693849352.2985713, 1693849352.3145714, 16
1693849352.3138385, 1693849352.3298385, 16
1693849352.3295224, 1693849352.3445225, 15
1693849352.3451009, 1693849352.360101, 15
1693849352.3608146, 1693849352.3768146, 16
1693849352.3763878, 1693849352.3923879, 16
1693849352.3915236, 1693849352.4065237, 15
1693849352.406662, 1693849352.421662, 15
1693849352.4218903, 1693849352.4378903, 16
1693849352.4374275, 1693849352.4524276, 15
1693849352.4525359, 1693849352.467536, 15
1693849352.4676406, 1693849352.4826407, 15
1693849352.4830747, 1693849352.4980748, 15
1693849352.4985907, 1693849352.5145907, 16
1693849352.5147078, 1693849352.5307078, 16
1693849352.5299575, 1693849352.5449576, 15
1693849352.5454953, 1693849352.5614953, 16
1693849352.5605097, 1693849352.5755098, 15
1693849352.575685, 1693849352.5906851, 15
1693849352.5913947, 1693849352.6063948, 15
1693849352.606961, 1693849352.622961, 16
1693849352.6226761, 1693849352.6386762, 16
1693849352.6387284, 1693849352.6547284, 16
1693849352.6542282, 1693849352.6702282, 16
1693849352.6698873, 1693849352.6848874, 15
1693849352.6859548, 1693849352.7019548, 16
1693849352.7015219, 1693849352.717522, 16
1693849352.7170396, 1693849352.7320397, 15
1693849352.7330728, 1693849352.7490728, 16
1693849352.748586, 1693849352.764586, 16
1693849352.7643418, 1693849352.7803419, 16
1693849352.7795901, 1693849352.7945902, 15
1693849352.7951684, 1693849352.8101685, 15
1693849352.8108237, 1693849352.8268237, 16
1693849352.8262355, 1693849352.8422356, 16
1693849352.8423223, 1693849352.8573225, 15
1693849352.8578606, 1693849352.8738606, 16
1693849352.8735504, 1693849352.8895504, 16
1693849352.8886795, 1693849352.9036796, 15
1693849352.9189308, 1693849352.9339309, 15
1693849352.9349737, 1693849352.9659736, 31
1693849352.9506867, 1693849352.9666867, 16
1693849352.966175, 1693849352.982175, 16
1693849352.9817545, 1693849352.9967546, 15
1693849352.9971702, 1693849353.0131702, 16
1693849353.0132554, 1693849353.0282555, 15
1693849353.028773, 1693849353.044773, 16
1693849353.0444815, 1693849353.0604815, 16
1693849353.0605094, 1693849353.0755095, 15
1693849353.0755332, 1693849353.092533, 17
1693849353.0915854, 1693849353.1065855, 15
1693849353.1071029, 1693849353.122103, 15
1693849353.1231449, 1693849353.139145, 16
1693849353.1386626, 1693849353.1546626, 16
1693849353.1546972, 1693849353.1706972, 16
1693849353.169724, 1693849353.185724, 16
1693849353.1857548, 1693849353.200755, 15
1693849353.2017884, 1693849353.2177885, 16
1693849353.2173052, 1693849353.2333052, 16
1693849353.233359, 1693849353.2483592, 15
1693849353.2488792, 1693849353.2648792, 16
1693849353.264915, 1693849353.280915, 16
1693849353.2959716, 1693849353.3119717, 16
1693849353.311996, 1693849353.342996, 31
1693849353.3435388, 1693849353.3595388, 16
1693849353.359554, 1693849353.390554, 31
1693849353.3751354, 1693849353.3921354, 17
1693849353.3907347, 1693849353.4057348, 15
1693849353.4062443, 1693849353.4222443, 16
1693849353.4222677, 1693849353.4372678, 15
1693849353.4377902, 1693849353.4537902, 16
1693849353.4533794, 1693849353.4693794, 16
1693849353.4688966, 1693849353.4838967, 15
1693849353.484438, 1693849353.500438, 16
1693849353.5004683, 1693849353.5154684, 15
1693849353.515993, 1693849353.5319932, 16
1693849353.5320313, 1693849353.5480313, 16
1693849353.547548, 1693849353.563548, 16
1693849353.5631294, 1693849353.5781295, 15
1693849353.578703, 1693849353.594703, 16
1693849353.594713, 1693849353.610713, 16
1693849353.6100273, 1693849353.6260273, 16
1693849353.6255682, 1693849353.6405683, 15
1693849353.6416068, 1693849353.656607, 15
1693849353.6571176, 1693849353.6741176, 17
1693849353.672353, 1693849353.6873531, 15
1693849353.6879308, 1693849353.702931, 15
1693849353.7035275, 1693849353.7195275, 16
1693849353.7195456, 1693849353.7345457, 15
1693849353.7350655, 1693849353.7510655, 16
1693849353.7510986, 1693849353.7670987, 16
1693849353.766613, 1693849353.782613, 16
1693849353.782158, 1693849353.798158, 16
1693849353.7976744, 1693849353.8126745, 15
1693849353.8136973, 1693849353.8296974, 16
1693849353.8297434, 1693849353.8457434, 16
1693849353.861284, 1693849353.877284, 16
1693849353.8919084, 1693849353.9239085, 32
1693849353.9074376, 1693849353.9374375, 30
1693849353.9235044, 1693849353.9385045, 15
