1693849353.939544, 1693849353.955544, 16
1693849353.9550607, 1693849353.9710608, 16
1693849353.9710948, 1693849353.9870949, 16
1693849353.9871218, 1693849354.0031219, 16
1693849354.003155, 1693849354.019155, 16
1693849354.0186555, 1693849354.0346556, 16
1693849354.0346954, 1693849354.0496955, 15
1693849354.0508003, 1693849354.0668004, 16
1693849354.081866, 1693849354.098866, 17
1693849354.1134129, 1693849354.1444128, 31
1693849354.1294875, 1693849354.1604874, 31
1693849354.145014, 1693849354.161014, 16
1693849354.161036, 1693849354.177036, 16
1693849354.1770542, 1693849354.1930542, 16
1693849354.1930811, 1693849354.2090812, 16
1693849354.223735, 1693849354.2397351, 16
1693849354.23977, 1693849354.2707698, 31
1693849354.2550964, 1693849354.2710965, 16
1693849354.2706692, 1693849354.2856693, 15
1693849354.2866893, 1693849354.3026893, 16
1693849354.3027108, 1693849354.3187108, 16
1693849354.3187265, 1693849354.3347266, 16
1693849354.3342588, 1693849354.3502588, 16
1693849354.3492694, 1693849354.3642695, 15
1693849354.3803365, 1693849354.3953366, 15
1693849354.4118752, 1693849354.4438753, 32
1693849354.4273841, 1693849354.458384, 31
1693849354.4434195, 1693849354.4584196, 15
1693849354.4589298, 1693849354.4749298, 16
1693849354.474463, 1693849354.490463, 16
1693849354.4894896, 1693849354.5044897, 15
1693849354.505007, 1693849354.521007, 16
1693849354.5210502, 1693849354.5360503, 15
1693849354.5365648, 1693849354.5525649, 16
1693849354.5525918, 1693849354.567592, 15
1693849354.5686002, 1693849354.5846002, 16
1693849354.5839643, 1693849354.5999644, 16
1693849354.5995286, 1693849354.6155286, 16
1693849354.6156058, 1693849354.6316059, 16
1693849354.6312492, 1693849354.6472492, 16
1693849354.646762, 1693849354.661762, 15
1693849354.6624033, 1693849354.6784034, 16
1693849354.6789966, 1693849354.6949966, 16
1693849354.6945333, 1693849354.7105334, 16
1693849354.7105782, 1693849354.7265782, 16
1693849354.7261007, 1693849354.7411008, 15
1693849354.7421482, 1693849354.7581482, 16
1693849354.7576663, 1693849354.7736664, 16
1693849354.7885952, 1693849354.8045952, 16
1693849354.8042, 1693849354.8351998, 31
1693849354.8202307, 1693849354.8352308, 15
1693849354.835766, 1693849354.851766, 16
1693849354.8518786, 1693849354.8678787, 16
1693849354.8673904, 1693849354.8833904, 16
1693849354.882922, 1693849354.897922, 15
1693849354.8989353, 1693849354.9149354, 16
1693849354.9144535, 1693849354.9304535, 16
1693849354.9304814, 1693849354.9454815, 15
1693849354.9460003, 1693849354.9620004, 16
1693849354.962021, 1693849354.9780211, 16
1693849354.9786255, 1693849354.9946256, 16
1693849355.0098608, 1693849355.0258608, 16
1693849355.0259268, 1693849355.057927, 32
1693849355.041689, 1693849355.057689, 16
1693849355.0568192, 1693849355.0718193, 15
1693849355.0725331, 1693849355.0885332, 16
1693849355.0885599, 1693849355.10356, 15
1693849355.1046028, 1693849355.1216028, 17
1693849355.1198678, 1693849355.1358678, 16
1693849355.1351016, 1693849355.1501017, 15
1693849355.1509738, 1693849355.165974, 15
1693849355.1820214, 1693849355.1980214, 16
1693849355.1975348, 1693849355.2285347, 31
1693849355.2135558, 1693849355.2295558, 16
1693849355.2295878, 1693849355.2455878, 16
1693849355.2600534, 1693849355.2760534, 16
1693849355.275863, 1693849355.305863, 30
1693849355.291873, 1693849355.307873, 16
1693849355.3073976, 1693849355.3233976, 16
1693849355.3234477, 1693849355.3384478, 15
1693849355.33948, 1693849355.35548, 16
1693849355.3549964, 1693849355.3709965, 16
1693849355.3710132, 1693849355.3870132, 16
1693849355.387035, 1693849355.403035, 16
1693849355.4030561, 1693849355.4190562, 16
1693849355.4185646, 1693849355.4345646, 16
1693849355.4339464, 1693849355.4489465, 15
1693849355.4494953, 1693849355.4654953, 16
1693849355.4650154, 1693849355.4800155, 15
1693849355.4960363, 1693849355.5120363, 16
1693849355.5267851, 1693849355.557785, 31
1693849355.542542, 1693849355.5735419, 31
1693849355.5585785, 1693849355.5735786, 15
1693849355.5740411, 1693849355.5900412, 16
1693849355.589574, 1693849355.6055741, 16
1693849355.619904, 1693849355.6349041, 15
1693849355.6511064, 1693849355.6821063, 31
1693849355.6666172, 1693849355.697617, 31
1693849355.6821473, 1693849355.6981473, 16
1693849355.6976578, 1693849355.712658, 15
1693849355.71368, 1693849355.7286801, 15
1693849355.7299173, 1693849355.7469172, 17
1693849355.7459846, 1693849355.7619846, 16
1693849355.7620072, 1693849355.7780073, 16
1693849355.7922661, 1693849355.8082662, 16
1693849355.8078277, 1693849355.8378277, 30
1693849355.8230574, 1693849355.8390574, 16
1693849355.8385782, 1693849355.8535783, 15
1693849355.85463, 1693849355.86963, 15
1693849355.8706613, 1693849355.8876612, 17
1693849355.8856926, 1693849355.9016926, 16
1693849355.9017322, 1693849355.9167323, 15
1693849355.9172478, 1693849355.9332478, 16
1693849355.9322925, 1693849355.9472926, 15
1693849355.9629333, 1693849355.9789333, 16
1693849355.9938352, 1693849356.0238352, 30
1693849356.0100703, 1693849356.0410702, 31
1693849356.0255828, 1693849356.0415828, 16
1693849356.0416083, 1693849356.0566084, 15
1693849356.0571218, 1693849356.0731218, 16
1693849356.0731447, 1693849356.0891447, 16
1693849356.1041903, 1693849356.1201904, 16
1693849356.1202073, 1693849356.1512072, 31
1693849356.135722, 1693849356.151722, 16
1693849356.1517434, 1693849356.1667435, 15
1693849356.16726, 1693849356.18326, 16
1693849356.182798, 1693849356.198798, 16
1693849356.1988633, 1693849356.2148633, 16
1693849356.2143278, 1693849356.2303278, 16
1693849356.2303536, 1693849356.2453537, 15
1693849356.2459316, 1693849356.2619317, 16
1693849356.2616985, 1693849356.2776985, 16
1693849356.2925503, 1693849356.3085504, 16
1693849356.3076904, 1693849356.3386903, 31
1693849356.3229282, 1693849356.3379283, 15
1693849356.3390155, 1693849356.3540156, 15
1693849356.3544834, 1693849356.3704834, 16
1693849356.3705134, 1693849356.3855135, 15
1693849356.3855588, 1693849356.4015589, 16
1693849356.4005947, 1693849356.4155948, 15
1693849356.4321613, 1693849356.4481614, 16
1693849356.447678, 1693849356.478678, 31
1693849356.4637172, 1693849356.4787173, 15
1693849356.478746, 1693849356.495746, 17
1693849356.5108283, 1693849356.5208282, 10
