Elapsed time (s), Dev1/ai3, Dev1/ai0, Dev1/ai17, Dev1/ai18, Dev1/ai19, Dev1/ai20, Dev1/ai21, Dev1/ai6, Dev1/ai7
0.608, 0.00014331115, -0.00017867949, -0.00017867949, -0.0005006701, 9.740251, 0.089012735, -0.019498117, 0.071947224, -0.020464089
0.609, -0.00017867949, -0.00017867949, -0.0005006701, -0.00017867949, 9.740572, 0.08933473, -0.019498117, 0.071947224, -0.02110807
0.61, 0.00014331115, 0.00014331115, -0.0005006701, 0.00014331115, 9.741538, 0.089012735, -0.019498117, 0.072269216, -0.021430062
0.611, -0.00017867949, 0.00014331115, -0.00017867949, -0.00017867949, 9.741217, 0.08933473, -0.020142099, 0.07162523, -0.02110807
0.612, -0.0005006701, 0.00014331115, -0.00017867949, -0.0005006701, 9.741217, 0.08933473, -0.020142099, 0.07162523, -0.020464089
0.613, 0.00014331115, 0.00014331115, 0.00014331115, 0.00046530177, 9.741538, 0.08933473, -0.019498117, 0.072269216, -0.021430062
0.614, -0.0005006701, -0.00017867949, 0.00014331115, 0.00046530177, 9.739607, 0.08933473, -0.019498117, 0.07162523, -0.021752052
0.615, -0.00082266075, -0.00017867949, -0.00017867949, -0.00017867949, 9.741217, 0.08933473, -0.019498117, 0.072269216, -0.021430062
0.616, -0.00017867949, -0.0005006701, 0.00014331115, -0.00017867949, 9.740251, 0.08933473, -0.019498117, 0.072269216, -0.02110807
0.617, -0.00017867949, 0.00046530177, 0.00078729243, -0.0005006701, 9.741217, 0.08965671, -0.019498117, 0.071947224, -0.02078608
0.618, -0.00082266075, 0.00046530177, 0.00014331115, -0.00017867949, 9.740251, 0.08933473, -0.020142099, 0.072269216, -0.02110807
0.619, 0.00014331115, -0.00017867949, 0.00046530177, 0.00014331115, 9.739607, 0.08933473, -0.019820109, 0.07259121, -0.021430062
0.62, -0.0005006701, 0.00014331115, -0.0005006701, 0.00014331115, 9.740572, 0.08933473, -0.020142099, 0.07259121, -0.02110807
0.621, 0.00014331115, 0.00046530177, -0.00017867949, 0.00014331115, 9.740894, 0.089012735, -0.020142099, 0.07259121, -0.021752052
0.622, -0.00082266075, 0.00046530177, 0.00046530177, 0.00014331115, 9.740251, 0.08965671, -0.020142099, 0.072269216, -0.02110807
0.623, -0.0005006701, 0.00014331115, 0.00014331115, -0.00017867949, 9.740572, 0.089012735, -0.019498117, 0.072269216, -0.02110807
0.624, 0.00014331115, 0.00046530177, -0.00017867949, 0.00046530177, 9.74186, 0.08933473, -0.019820109, 0.072269216, -0.02078608
0.625, -0.00017867949, 0.00046530177, -0.00017867949, 0.00014331115, 9.738962, 0.089012735, -0.020142099, 0.072269216, -0.02078608
0.626, -0.00017867949, 0.00014331115, 0.00046530177, 0.00014331115, 9.741217, 0.089012735, -0.020142099, 0.072269216, -0.021430062
0.627, -0.00017867949, -0.0005006701, 0.00046530177, 0.00046530177, 9.740894, 0.08933473, -0.019820109, 0.07259121, -0.021430062
0.628, 0.00046530177, 0.00014331115, -0.00017867949, 0.00014331115, 9.7392845, 0.089012735, -0.019820109, 0.07259121, -0.02078608
0.629, 0.00046530177, 0.00014331115, -0.00017867949, 0.00046530177, 9.740251, 0.08965671, -0.019176127, 0.072269216, -0.02110807
0.63, -0.00017867949, 0.00014331115, -0.0005006701, 0.00014331115, 9.740251, 0.08869074, -0.019820109, 0.07323519, -0.021430062
0.631, 0.00014331115, 0.00078729243, -0.0005006701, 0.00014331115, 9.741538, 0.089012735, -0.019498117, 0.071947224, -0.020464089
0.632, -0.00017867949, 0.00046530177, 0.00046530177, 0.00046530177, 9.739607, 0.08965671, -0.019820109, 0.0729132, -0.021430062
0.633, -0.00017867949, 0.00014331115, 0.00078729243, -0.0005006701, 9.741538, 0.089012735, -0.019498117, 0.072269216, -0.021430062
0.634, -0.00017867949, 0.00014331115, 0.00046530177, 0.00014331115, 9.741217, 0.08933473, -0.020142099, 0.072269216, -0.021430062
0.635, -0.00017867949, 0.00014331115, 0.00014331115, 0.00014331115, 9.741217, 0.089012735, -0.020142099, 0.072269216, -0.021430062
0.636, -0.00082266075, 0.00014331115, 0.00046530177, -0.00017867949, 9.740251, 0.08933473, -0.019498117, 0.071947224, -0.02078608
0.637, -0.0005006701, -0.00017867949, -0.00017867949, -0.00017867949, 9.740572, 0.089012735, -0.019820109, 0.072269216, -0.02078608
0.638, 0.00014331115, 0.00046530177, -0.00017867949, 0.00046530177, 9.740251, 0.08933473, -0.019498117, 0.072269216, -0.021430062
0.639, -0.0005006701, -0.0005006701, 0.00014331115, 0.00014331115, 9.738962, 0.08933473, -0.019498117, 0.07259121, -0.02110807
0.64, 0.00046530177, 0.00046530177, 0.00014331115, -0.0005006701, 9.740572, 0.08933473, -0.019820109, 0.072269216, -0.02078608
0.641, -0.0005006701, -0.00017867949, 0.00046530177, -0.00017867949, 9.740572, 0.08869074, -0.019498117, 0.072269216, -0.02110807
0.642, 0.00014331115, 0.00014331115, 0.00046530177, -0.0005006701, 9.740251, 0.089012735, -0.019498117, 0.071947224, -0.021430062
0.643, 0.00014331115, -0.00017867949, 0.00014331115, 0.00014331115, 9.740894, 0.08965671, -0.019820109, 0.072269216, -0.021430062
0.644, -0.00017867949, 0.00014331115, -0.00017867949, -0.00017867949, 9.741538, 0.08869074, -0.019176127, 0.072269216, -0.02078608
0.645, 0.00014331115, 0.00014331115, 0.00078729243, 0.00014331115, 9.740251, 0.08933473, -0.019176127, 0.072269216, -0.02078608
0.646, 0.00014331115, -0.00017867949, -0.00017867949, 0.00046530177, 9.740894, 0.089012735, -0.019498117, 0.07259121, -0.021430062
0.647, -0.00017867949, 0.00046530177, 0.00014331115, 0.00014331115, 9.741217, 0.08933473, -0.020142099, 0.072269216, -0.02110807
0.648, 0.00014331115, -0.00017867949, 0.00014331115, -0.00017867949, 9.739607, 0.08869074, -0.019176127, 0.072269216, -0.02110807
0.649, -0.00017867949, 0.00014331115, 0.00014331115, 0.00014331115, 9.740251, 0.08933473, -0.019176127, 0.072269216, -0.02110807
0.65, -0.00017867949, 0.00014331115, -0.00017867949, 0.00046530177, 9.740572, 0.08965671, -0.019820109, 0.07259121, -0.02078608
0.651, 0.00046530177, 0.00014331115, -0.00017867949, 0.00046530177, 9.741217, 0.08933473, -0.019498117, 0.072269216, -0.021430062
0.652, -0.00017867949, 0.00078729243, -0.00017867949, 0.00046530177, 9.739607, 0.08869074, -0.020464089, 0.07259121, -0.02110807
0.653, -0.00082266075, 0.00014331115, 0.00014331115, 0.00014331115, 9.740251, 0.08933473, -0.019820109, 0.071947224, -0.021430062
0.654, 0.00014331115, 0.00078729243, 0.00014331115, 0.00046530177, 9.741538, 0.08869074, -0.019820109, 0.072269216, -0.02110807
0.655, -0.00017867949, 0.00014331115, 0.00014331115, 0.00014331115, 9.740894, 0.08869074, -0.019498117, 0.072269216, -0.021752052
0.656, 0.00014331115, 0.00046530177, 0.00014331115, -0.00017867949, 9.741217, 0.08965671, -0.020142099, 0.071947224, -0.02078608
0.657, -0.00017867949, 0.00046530177, -0.00017867949, -0.00017867949, 9.740251, 0.089012735, -0.020142099, 0.072269216, -0.021430062
0.658, -0.00017867949, -0.00017867949, 0.00014331115, 0.00046530177, 9.741538, 0.0899787, -0.019498117, 0.071947224, -0.02110807
0.659, -0.00017867949, 0.00014331115, -0.00017867949, 0.00014331115, 9.740251, 0.08965671, -0.019820109, 0.07259121, -0.021430062
0.66, -0.00017867949, 0.00046530177, 0.00014331115, -0.00017867949, 9.740251, 0.0899787, -0.020142099, 0.0729132, -0.02110807
0.661, 0.00014331115, 0.00046530177, -0.00017867949, 0.00046530177, 9.740251, 0.08933473, -0.018854136, 0.072269216, -0.021430062
0.662, -0.00017867949, -0.00017867949, 0.00014331115, -0.00017867949, 9.739928, 0.089012735, -0.019498117, 0.07323519, -0.02078608
0.663, -0.00017867949, 0.00014331115, 0.00014331115, 0.00014331115, 9.740251, 0.089012735, -0.019820109, 0.072269216, -0.02110807
0.664, 0.00014331115, 0.0011092831, 0.00046530177, 0.00046530177, 9.739928, 0.08933473, -0.019820109, 0.07259121, -0.02110807
0.665, -0.00017867949, 0.00046530177, 0.00046530177, -0.00017867949, 9.741217, 0.089012735, -0.019820109, 0.07162523, -0.02110807
0.666, -0.00017867949, 0.00046530177, 0.00014331115, 0.00014331115, 9.740572, 0.08933473, -0.019820109, 0.072269216, -0.02110807
0.667, -0.00017867949, 0.00078729243, 0.00046530177, 0.00014331115, 9.741217, 0.08965671, -0.019498117, 0.07259121, -0.02110807
0.668, -0.0005006701, 0.00014331115, -0.0005006701, -0.00017867949, 9.7392845, 0.08933473, -0.019820109, 0.07259121, -0.02110807
0.669, -0.00017867949, -0.00017867949, -0.00017867949, 0.00014331115, 9.742504, 0.08933473, -0.020142099, 0.072269216, -0.021430062
0.67, 0.00014331115, 0.00046530177, -0.00017867949, -0.00017867949, 9.739928, 0.08933473, -0.019820109, 0.07259121, -0.021430062
0.671, -0.00017867949, 0.00014331115, -0.00017867949, 0.00014331115, 9.739607, 0.089012735, -0.019820109, 0.071947224, -0.02078608
0.672, -0.00082266075, 0.00014331115, 0.00014331115, -0.00017867949, 9.739607, 0.08933473, -0.019498117, 0.07259121, -0.020464089
0.673, -0.00017867949, 0.00046530177, -0.00017867949, -0.00017867949, 9.740894, 0.08933473, -0.019498117, 0.072269216, -0.02078608
0.674, -0.0005006701, 0.00014331115, 0.00046530177, -0.00017867949, 9.740894, 0.089012735, -0.019820109, 0.072269216, -0.02110807
0.675, 0.0011092831, 0.00046530177, 0.00046530177, 0.00014331115, 9.740251, 0.089012735, -0.018854136, 0.07162523, -0.02110807
0.676, -0.00017867949, 0.00014331115, -0.00017867949, 0.00046530177, 9.740894, 0.08933473, -0.019176127, 0.07259121, -0.02110807
0.677, 0.00014331115, 0.00014331115, -0.00017867949, -0.00017867949, 9.739928, 0.08933473, -0.019498117, 0.072269216, -0.021430062
0.678, 0.00014331115, -0.00017867949, 0.00014331115, -0.00017867949, 9.742183, 0.0899787, -0.019498117, 0.071947224, -0.02110807
0.679, 0.00046530177, -0.00017867949, 0.00014331115, 0.00014331115, 9.740894, 0.08933473, -0.019498117, 0.072269216, -0.02110807
0.68, 0.00014331115, 0.00014331115, -0.00017867949, 0.00014331115, 9.739928, 0.08965671, -0.019820109, 0.072269216, -0.021430062
0.681, -0.00017867949, 0.00046530177, -0.0005006701, -0.00017867949, 9.740894, 0.0899787, -0.019820109, 0.07259121, -0.021430062
0.682, 0.00014331115, 0.00078729243, 0.00046530177, -0.00017867949, 9.740251, 0.08965671, -0.019820109, 0.07259121, -0.02078608
0.683, -0.00017867949, -0.00017867949, -0.00017867949, -0.00017867949, 9.740251, 0.0899787, -0.020142099, 0.072269216, -0.021430062
0.684, 0.00014331115, 0.00046530177, 0.00046530177, 0.00014331115, 9.739928, 0.08965671, -0.019498117, 0.072269216, -0.02110807
0.685, -0.0005006701, -0.00017867949, -0.00017867949, -0.00017867949, 9.741217, 0.089012735, -0.019820109, 0.071947224, -0.02110807
0.686, 0.00014331115, -0.00017867949, 0.00014331115, 0.00046530177, 9.739607, 0.089012735, -0.020142099, 0.071947224, -0.02078608
0.687, -0.00017867949, 0.00014331115, 0.00014331115, -0.0005006701, 9.740572, 0.08933473, -0.019820109, 0.072269216, -0.02110807
0.6880000000000001, -0.0005006701, 0.00014331115, 0.00046530177, -0.00017867949, 9.740894, 0.08965671, -0.019820109, 0.072269216, -0.021430062
0.6890000000000001, 0.00014331115, 0.00014331115, -0.00017867949, -0.00017867949, 9.740251, 0.089012735, -0.019820109, 0.07259121, -0.021430062
0.6900000000000001, 0.00014331115, 0.00014331115, 0.00046530177, -0.0005006701, 9.741538, 0.089012735, -0.019498117, 0.07259121, -0.02110807
0.6910000000000001, -0.0005006701, 0.00046530177, 0.00078729243, -0.00017867949, 9.741538, 0.08965671, -0.019820109, 0.07259121, -0.021430062
0.6920000000000001, -0.00017867949, 0.00046530177, -0.00017867949, -0.00017867949, 9.740572, 0.0899787, -0.019176127, 0.072269216, -0.021430062
0.6930000000000001, 0.00078729243, 0.00046530177, -0.00017867949, -0.0005006701, 9.738962, 0.089012735, -0.019820109, 0.0729132, -0.021430062
0.6940000000000001, -0.00017867949, 0.00014331115, 0.00046530177, -0.00017867949, 9.740894, 0.08965671, -0.020142099, 0.072269216, -0.02078608
0.6950000000000001, 0.00014331115, -0.00017867949, 0.00014331115, -0.00017867949, 9.740572, 0.08965671, -0.019176127, 0.0729132, -0.02078608
0.6960000000000001, -0.00017867949, 0.00078729243, -0.00017867949, 0.00014331115, 9.740251, 0.08933473, -0.019176127, 0.0729132, -0.02110807
0.6970000000000001, -0.00082266075, 0.00046530177, 0.00014331115, 0.00046530177, 9.739607, 0.08933473, -0.020142099, 0.071947224, -0.02110807
0.6980000000000001, -0.00082266075, 0.00046530177, 0.00046530177, 0.00014331115, 9.740251, 0.08965671, -0.019498117, 0.072269216, -0.02110807
0.6990000000000001, 0.00014331115, 0.00046530177, 0.00046530177, -0.00017867949, 9.741538, 0.08965671, -0.019498117, 0.07259121, -0.02110807
0.7000000000000001, 0.00014331115, 0.00046530177, 0.00014331115, 0.00046530177, 9.739928, 0.08836875, -0.018854136, 0.07259121, -0.021430062
0.7010000000000001, -0.0005006701, 0.00046530177, -0.00017867949, -0.0005006701, 9.741538, 0.08933473, -0.019498117, 0.072269216, -0.02110807
0.7020000000000001, -0.0005006701, 0.00046530177, -0.0005006701, 0.00014331115, 9.741538, 0.08933473, -0.019820109, 0.071947224, -0.02110807
0.7030000000000001, -0.0005006701, -0.00017867949, 0.00046530177, 0.00046530177, 9.740251, 0.089012735, -0.020142099, 0.072269216, -0.02110807
0.704, 0.00014331115, 0.00078729243, 0.00046530177, 0.00014331115, 9.740251, 0.08933473, -0.019820109, 0.0729132, -0.02078608
0.705, -0.0005006701, -0.00017867949, -0.0005006701, -0.00017867949, 9.741217, 0.08933473, -0.019498117, 0.072269216, -0.02078608
0.706, 0.00046530177, -0.00017867949, -0.00017867949, -0.00017867949, 9.740251, 0.08933473, -0.020464089, 0.072269216, -0.021430062
0.707, -0.00017867949, 0.00046530177, -0.00017867949, 0.00014331115, 9.739607, 0.089012735, -0.020142099, 0.07259121, -0.02110807
0.708, 0.00078729243, 0.00078729243, -0.00017867949, 0.00046530177, 9.741217, 0.08933473, -0.019820109, 0.072269216, -0.021430062
0.709, -0.00017867949, 0.00014331115, -0.00017867949, 0.00014331115, 9.740251, 0.08933473, -0.019820109, 0.072269216, -0.021752052
0.71, 0.00014331115, -0.00017867949, 0.00014331115, -0.0005006701, 9.740572, 0.089012735, -0.020142099, 0.072269216, -0.02110807
0.711, 0.00014331115, 0.00014331115, 0.00046530177, 0.00014331115, 9.739928, 0.08965671, -0.019820109, 0.072269216, -0.02110807
0.712, -0.0005006701, 0.00014331115, 0.00014331115, 0.00014331115, 9.742183, 0.08965671, -0.019498117, 0.0729132, -0.02078608
0.713, -0.00017867949, 0.00078729243, 0.00014331115, 0.00014331115, 9.740894, 0.08965671, -0.019820109, 0.072269216, -0.02110807
0.714, -0.00017867949, 0.00046530177, -0.00017867949, 0.00014331115, 9.740572, 0.08933473, -0.019820109, 0.072269216, -0.02110807
0.715, 0.00046530177, 0.00014331115, -0.00017867949, -0.0005006701, 9.740572, 0.08933473, -0.019498117, 0.07259121, -0.02110807
0.716, -0.00017867949, 0.00078729243, -0.00017867949, -0.00017867949, 9.740251, 0.08965671, -0.019820109, 0.072269216, -0.020464089
0.717, -0.00017867949, -0.00017867949, -0.00017867949, -0.00017867949, 9.740251, 0.089012735, -0.019820109, 0.072269216, -0.02110807
0.718, -0.0005006701, 0.00046530177, -0.00017867949, 0.00014331115, 9.738962, 0.089012735, -0.020464089, 0.072269216, -0.02110807
0.719, 0.00014331115, 0.00046530177, -0.00017867949, -0.0005006701, 9.741217, 0.08933473, -0.019498117, 0.07259121, -0.02110807
0.72, 0.00014331115, 0.00014331115, 0.00014331115, 0.00046530177, 9.740251, 0.08933473, -0.019498117, 0.071947224, -0.021430062
0.721, 0.00014331115, 0.00046530177, -0.00017867949, 0.00014331115, 9.740251, 0.08965671, -0.019820109, 0.071947224, -0.02078608
0.722, 0.00014331115, 0.00014331115, -0.00017867949, -0.0005006701, 9.74186, 0.08965671, -0.019498117, 0.072269216, -0.021430062
0.723, 0.00014331115, 0.00046530177, -0.00017867949, -0.00017867949, 9.740894, 0.08933473, -0.020142099, 0.071947224, -0.02078608
0.724, -0.00017867949, 0.00014331115, -0.00017867949, -0.00017867949, 9.740572, 0.08933473, -0.020142099, 0.07259121, -0.021430062
0.725, 0.00014331115, 0.00078729243, 0.00046530177, -0.0005006701, 9.741217, 0.089012735, -0.020464089, 0.072269216, -0.02110807
0.726, -0.00017867949, 0.00046530177, -0.00017867949, -0.00017867949, 9.740894, 0.089012735, -0.019820109, 0.072269216, -0.02110807
0.727, -0.00017867949, 0.00014331115, -0.00017867949, 0.00046530177, 9.7392845, 0.0899787, -0.019176127, 0.072269216, -0.02110807
0.728, -0.00017867949, -0.00017867949, -0.00017867949, -0.00017867949, 9.741217, 0.08965671, -0.019498117, 0.072269216, -0.02110807
0.729, 0.00014331115, 0.00014331115, 0.00046530177, -0.00017867949, 9.739928, 0.0899787, -0.019498117, 0.0729132, -0.021430062
0.73, -0.00017867949, 0.00014331115, -0.00017867949, 0.00014331115, 9.740251, 0.08933473, -0.019820109, 0.07259121, -0.021752052
0.731, 0.00014331115, 0.00014331115, 0.00014331115, 0.00046530177, 9.738641, 0.089012735, -0.020464089, 0.072269216, -0.021430062
0.732, -0.00017867949, 0.00014331115, -0.00017867949, -0.00017867949, 9.740251, 0.08965671, -0.019820109, 0.072269216, -0.021430062
0.733, -0.0005006701, 0.00014331115, -0.00017867949, -0.0005006701, 9.741538, 0.089012735, -0.019820109, 0.07162523, -0.02110807
0.734, -0.00017867949, -0.0005006701, 0.00014331115, -0.00017867949, 9.741538, 0.08965671, -0.019498117, 0.07259121, -0.02110807
0.735, 0.00014331115, -0.00017867949, 0.00014331115, 0.00014331115, 9.741217, 0.08933473, -0.019820109, 0.072269216, -0.021430062
0.736, -0.00017867949, -0.00017867949, -0.00017867949, 0.00046530177, 9.739928, 0.08933473, -0.019820109, 0.072269216, -0.02110807
0.737, -0.00017867949, -0.00017867949, -0.00017867949, -0.00017867949, 9.740894, 0.08933473, -0.019820109, 0.0729132, -0.02110807
0.738, -0.00017867949, 0.00014331115, 0.00014331115, -0.00017867949, 9.740251, 0.089012735, -0.019498117, 0.072269216, -0.021752052
0.739, -0.00017867949, 0.00014331115, -0.00017867949, 0.00014331115, 9.740572, 0.08965671, -0.019498117, 0.072269216, -0.021430062
0.74, -0.00017867949, -0.00017867949, 0.00014331115, 0.00014331115, 9.739928, 0.08933473, -0.020142099, 0.071947224, -0.02110807
0.741, 0.00014331115, 0.00078729243, 0.00014331115, 0.00046530177, 9.740894, 0.08933473, -0.019820109, 0.072269216, -0.02110807
0.742, -0.00017867949, 0.00046530177, 0.00046530177, -0.00017867949, 9.740894, 0.08933473, -0.019820109, 0.0729132, -0.020464089
0.743, -0.00017867949, 0.00014331115, 0.00014331115, 0.00014331115, 9.739928, 0.08869074, -0.019820109, 0.072269216, -0.02110807
0.744, -0.00017867949, -0.00017867949, -0.00017867949, -0.00017867949, 9.741538, 0.089012735, -0.019820109, 0.072269216, -0.020464089
0.745, -0.0005006701, 0.00046530177, 0.00014331115, 0.00014331115, 9.741217, 0.08933473, -0.019498117, 0.071947224, -0.02110807
0.746, 0.00014331115, 0.00046530177, -0.0005006701, -0.00017867949, 9.741217, 0.089012735, -0.019820109, 0.0729132, -0.021430062
0.747, -0.00017867949, -0.00017867949, 0.00014331115, 0.00014331115, 9.741538, 0.089012735, -0.019820109, 0.072269216, -0.021430062
0.748, 0.00014331115, 0.00078729243, 0.00046530177, -0.00017867949, 9.741217, 0.089012735, -0.019498117, 0.072269216, -0.021430062
0.749, 0.00014331115, 0.00014331115, 0.00014331115, 0.00046530177, 9.740251, 0.08933473, -0.019498117, 0.072269216, -0.021430062
0.75, 0.00014331115, 0.00078729243, 0.00014331115, -0.00017867949, 9.740251, 0.08933473, -0.019498117, 0.072269216, -0.021430062
0.751, -0.00017867949, -0.00017867949, -0.00017867949, 0.00046530177, 9.741217, 0.0899787, -0.020464089, 0.07259121, -0.02110807
0.752, 0.00014331115, 0.00014331115, 0.00014331115, -0.00017867949, 9.7392845, 0.08933473, -0.019820109, 0.07259121, -0.021430062
0.753, 0.00014331115, 0.00014331115, -0.00017867949, -0.00017867949, 9.740572, 0.08933473, -0.019498117, 0.072269216, -0.02110807
0.754, -0.00017867949, 0.00014331115, -0.00017867949, 0.00014331115, 9.740894, 0.08965671, -0.019498117, 0.072269216, -0.02110807
0.755, -0.0005006701, 0.00046530177, 0.00014331115, 0.00014331115, 9.741217, 0.08933473, -0.019176127, 0.072269216, -0.02078608
0.756, 0.00014331115, 0.00014331115, 0.00014331115, 0.00014331115, 9.739607, 0.08933473, -0.019176127, 0.072269216, -0.02078608
0.757, -0.0011446514, 0.00014331115, -0.00017867949, -0.00017867949, 9.740894, 0.08933473, -0.019498117, 0.0729132, -0.021430062
0.758, -0.00017867949, 0.00014331115, 0.00014331115, -0.00017867949, 9.740894, 0.08933473, -0.020142099, 0.071947224, -0.021430062
0.759, -0.00017867949, -0.00017867949, -0.0005006701, 0.00014331115, 9.740894, 0.08965671, -0.019176127, 0.072269216, -0.02078608
0.76, -0.00017867949, 0.00046530177, 0.00078729243, -0.00017867949, 9.741538, 0.089012735, -0.019498117, 0.072269216, -0.02110807
0.761, -0.00017867949, 0.00014331115, 0.00014331115, -0.00017867949, 9.738641, 0.08965671, -0.018854136, 0.0729132, -0.021430062
0.762, 0.00046530177, 0.00046530177, -0.0005006701, 0.00014331115, 9.741217, 0.08933473, -0.019820109, 0.071947224, -0.021430062
0.763, -0.00017867949, 0.00014331115, -0.0005006701, 0.00046530177, 9.740251, 0.08933473, -0.020464089, 0.072269216, -0.021430062
0.764, 0.00014331115, 0.00014331115, 0.00014331115, 0.00046530177, 9.740894, 0.08933473, -0.019820109, 0.0729132, -0.02078608
0.765, -0.0005006701, -0.00017867949, -0.0005006701, -0.0005006701, 9.739607, 0.089012735, -0.019820109, 0.07259121, -0.02078608
0.766, 0.00014331115, 0.00046530177, -0.00017867949, -0.0005006701, 9.740251, 0.08965671, -0.019820109, 0.071947224, -0.02110807
0.767, 0.00014331115, 0.00014331115, -0.00017867949, -0.0005006701, 9.740572, 0.08933473, -0.019820109, 0.0729132, -0.02110807
0.768, 0.00014331115, -0.00017867949, -0.0005006701, -0.00017867949, 9.741217, 0.08933473, -0.019498117, 0.072269216, -0.021430062
0.769, -0.00017867949, 0.00014331115, -0.0005006701, -0.00017867949, 9.740894, 0.089012735, -0.020142099, 0.072269216, -0.02110807
0.77, -0.00017867949, -0.0005006701, 0.00014331115, -0.00017867949, 9.741217, 0.08933473, -0.019498117, 0.072269216, -0.02078608
0.771, -0.00017867949, 0.00046530177, -0.00017867949, -0.00017867949, 9.740894, 0.08933473, -0.019176127, 0.072269216, -0.02110807
0.772, -0.0005006701, 0.00014331115, -0.0005006701, -0.00017867949, 9.738962, 0.08933473, -0.019176127, 0.071947224, -0.021430062
0.773, -0.00017867949, -0.00017867949, -0.00017867949, -0.00017867949, 9.739928, 0.08933473, -0.019498117, 0.071947224, -0.02078608
0.774, 0.00014331115, 0.00014331115, 0.00046530177, -0.00017867949, 9.740251, 0.08933473, -0.019498117, 0.0729132, -0.02110807
0.775, 0.00014331115, -0.00017867949, -0.00017867949, 0.00014331115, 9.740251, 0.08933473, -0.019176127, 0.0729132, -0.021752052
0.776, -0.00017867949, 0.00046530177, 0.00014331115, -0.00017867949, 9.740894, 0.08933473, -0.019498117, 0.072269216, -0.021430062
0.777, -0.00082266075, -0.00017867949, -0.00082266075, 0.00014331115, 9.7392845, 0.08933473, -0.019176127, 0.072269216, -0.02110807
0.778, 0.00014331115, 0.00014331115, -0.0005006701, 0.00014331115, 9.741538, 0.08965671, -0.019820109, 0.072269216, -0.020464089
0.779, 0.00014331115, 0.00014331115, 0.00046530177, -0.0005006701, 9.740572, 0.08933473, -0.019498117, 0.072269216, -0.02110807
0.78, 0.00046530177, -0.00017867949, -0.00017867949, 0.00014331115, 9.740894, 0.089012735, -0.019820109, 0.072269216, -0.02110807
0.781, 0.00014331115, 0.00014331115, 0.00046530177, -0.0005006701, 9.740894, 0.08965671, -0.019176127, 0.071947224, -0.021430062
0.782, -0.00017867949, 0.00014331115, -0.0005006701, 0.00014331115, 9.740251, 0.08965671, -0.019820109, 0.072269216, -0.021752052
0.783, 0.00014331115, -0.00017867949, -0.00017867949, -0.0005006701, 9.739607, 0.08965671, -0.019176127, 0.072269216, -0.02110807
0.784, 0.00014331115, -0.00017867949, 0.00014331115, -0.00017867949, 9.740251, 0.08933473, -0.019498117, 0.072269216, -0.02110807
0.785, 0.00014331115, 0.00014331115, 0.00046530177, -0.00017867949, 9.740894, 0.089012735, -0.020142099, 0.072269216, -0.021430062
0.786, -0.0005006701, 0.00014331115, 0.00014331115, -0.00017867949, 9.739607, 0.08965671, -0.019176127, 0.072269216, -0.021752052
0.787, -0.00017867949, 0.00078729243, -0.00082266075, -0.0005006701, 9.74186, 0.08869074, -0.019176127, 0.07259121, -0.021752052
0.788, -0.00017867949, 0.00046530177, -0.00017867949, 0.00046530177, 9.740894, 0.08869074, -0.020142099, 0.072269216, -0.021430062
0.789, -0.00017867949, 0.00014331115, 0.00014331115, 0.00014331115, 9.740894, 0.08933473, -0.019820109, 0.072269216, -0.02110807
0.79, -0.0005006701, -0.0005006701, 0.00014331115, 0.00014331115, 9.739928, 0.08933473, -0.019498117, 0.0729132, -0.02110807
0.791, -0.0005006701, 0.00014331115, 0.00014331115, 0.00046530177, 9.740894, 0.08965671, -0.019498117, 0.07259121, -0.021430062
0.792, -0.0005006701, -0.00017867949, 0.00014331115, 0.00046530177, 9.74186, 0.089012735, -0.019820109, 0.072269216, -0.021430062
0.793, -0.0005006701, 0.00014331115, 0.00014331115, -0.0005006701, 9.7392845, 0.0899787, -0.020142099, 0.071947224, -0.021430062
0.794, -0.00082266075, 0.00014331115, -0.0005006701, -0.00017867949, 9.740572, 0.08933473, -0.019820109, 0.07162523, -0.02110807
0.795, 0.00014331115, 0.0011092831, 0.00014331115, 0.00014331115, 9.740572, 0.089012735, -0.019820109, 0.071947224, -0.02078608
0.796, -0.0005006701, 0.00078729243, 0.00046530177, -0.0005006701, 9.741217, 0.08965671, -0.019498117, 0.072269216, -0.02110807
0.797, -0.00017867949, -0.00017867949, 0.00014331115, 0.00014331115, 9.739928, 0.08965671, -0.019498117, 0.072269216, -0.021752052
0.798, -0.0005006701, 0.00014331115, 0.00014331115, 0.00014331115, 9.740251, 0.0899787, -0.019498117, 0.072269216, -0.02110807
0.799, 0.00014331115, 0.00014331115, 0.00046530177, 0.00014331115, 9.739607, 0.0899787, -0.019820109, 0.071947224, -0.02110807
0.8, -0.00017867949, -0.00017867949, 0.00078729243, -0.00017867949, 9.739928, 0.089012735, -0.020142099, 0.072269216, -0.021752052
0.801, -0.00082266075, 0.00014331115, -0.00017867949, 0.00014331115, 9.741217, 0.08965671, -0.019498117, 0.071947224, -0.02110807
0.802, 0.00014331115, 0.00046530177, -0.00017867949, -0.0005006701, 9.740251, 0.089012735, -0.020142099, 0.072269216, -0.02110807
0.803, -0.0005006701, 0.00046530177, -0.00017867949, -0.00017867949, 9.74186, 0.08933473, -0.020142099, 0.072269216, -0.02110807
0.804, -0.0005006701, 0.00046530177, -0.00017867949, -0.0005006701, 9.741217, 0.08869074, -0.019820109, 0.071947224, -0.02078608
